Day,Hour,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
29,8,2.0836E-05,0,2.49399E-05,2.39233E-05,2.41319E-05,3.11485E-05,2.44775E-05,3.50673E-05,3.03114E-05,2.48321E-05,5.92235E-05,2.69093E-05
29,9,1.92169E-05,0,2.40693E-05,2.23098E-05,2.49332E-05,3.01036E-05,2.42584E-05,3.49136E-05,3.65001E-05,2.43782E-05,6.12111E-05,2.60362E-05
29,10,1.915E-05,0,2.29565E-05,2.22544E-05,2.62335E-05,2.86351E-05,2.41142E-05,3.27519E-05,3.05637E-05,1.97404E-05,5.5431E-05,2.44697E-05
29,11,1.9229E-05,0,2.3485E-05,2.18088E-05,2.61703E-05,3.06498E-05,2.43481E-05,3.50814E-05,3.05897E-05,2.04234E-05,5.45372E-05,2.35366E-05
29,12,1.92537E-05,0,2.29538E-05,2.28932E-05,3.07055E-05,3.19746E-05,2.44875E-05,4.20783E-05,3.07216E-05,2.35651E-05,5.47993E-05,2.43848E-05
29,13,1.95497E-05,0,2.31124E-05,2.29878E-05,3.46487E-05,3.46872E-05,2.45011E-05,4.69076E-05,3.21336E-05,2.43766E-05,5.49425E-05,2.49785E-05
29,14,1.92869E-05,0,2.30228E-05,2.26701E-05,3.91692E-05,4.01068E-05,2.45171E-05,5.92167E-05,3.8772E-05,2.48305E-05,5.55391E-05,2.50809E-05
29,15,1.92764E-05,0,2.36033E-05,2.23053E-05,3.7781E-05,5.19944E-05,2.41591E-05,6.18366E-05,4.37484E-05,2.48897E-05,5.76629E-05,2.50955E-05
29,16,1.92432E-05,0,2.57545E-05,2.23718E-05,3.73457E-05,0.000116853,2.49647E-05,6.87746E-05,4.9895E-05,2.60576E-05,6.73171E-05,2.53359E-05
29,17,1.97093E-05,0,2.59386E-05,2.34937E-05,3.55475E-05,0.000272918,2.49783E-05,6.72979E-05,5.9264E-05,2.71757E-05,6.9368E-05,2.60833E-05
29,18,2.36713E-05,0,3.58731E-05,2.42371E-05,3.49357E-05,0.00010773,2.55129E-05,6.75029E-05,7.80311E-05,2.89353E-05,0.000125828,2.71282E-05
29,19,2.63065E-05,0,3.28721E-05,2.62685E-05,3.53535E-05,6.74328E-05,2.56079E-05,7.6718E-05,0.000343537,3.50289E-05,0.00012928,2.90666E-05
29,20,2.90433E-05,0,5.91593E-05,7.49403E-05,9.03816E-05,7.94287E-05,2.71418E-05,0.000158224,0.000151857,3.55143E-05,0.000126987,3.07983E-05
29,21,3.09527E-05,0,7.87042E-05,7.03722E-05,0.000112838,8.26384E-05,2.84985E-05,7.66885E-05,0.00014946,3.47903E-05,0.00012936,2.85043E-05
29,22,2.88964E-05,0,3.42151E-05,4.31777E-05,7.98519E-05,4.19332E-05,2.58223E-05,7.58651E-05,8.05425E-05,3.36667E-05,0.000126834,2.85025E-05
29,23,2.83428E-05,0,2.58631E-05,3.25702E-05,5.94088E-05,3.45447E-05,2.54455E-05,6.75123E-05,5.63216E-05,3.27827E-05,6.99433E-05,2.84094E-05
29,24,2.6533E-05,0,2.41834E-05,2.64069E-05,3.5221E-05,3.60236E-05,2.54154E-05,6.65752E-05,4.58652E-05,3.0199E-05,5.83234E-05,2.68098E-05
30,1,2.63534E-05,0,2.47368E-05,2.54864E-05,2.59482E-05,3.246E-05,2.62559E-05,4.69818E-05,3.53318E-05,2.81393E-05,6.36798E-05,2.49127E-05
30,2,2.60642E-05,0,2.38803E-05,2.28002E-05,2.42898E-05,3.18025E-05,2.49098E-05,4.42806E-05,3.26902E-05,2.75853E-05,6.3005E-05,2.4879E-05
30,3,2.51182E-05,0,2.36968E-05,2.26291E-05,2.37919E-05,3.10113E-05,2.44922E-05,4.24452E-05,3.29182E-05,2.72604E-05,6.25498E-05,2.47043E-05
30,4,2.42771E-05,0,2.35985E-05,2.08944E-05,2.25441E-05,2.94258E-05,2.46635E-05,3.86667E-05,3.17603E-05,2.63321E-05,6.20744E-05,2.42835E-05
30,5,2.37403E-05,0,2.39884E-05,2.02053E-05,2.19306E-05,2.82129E-05,2.42631E-05,3.68066E-05,3.19067E-05,2.57714E-05,6.20486E-05,2.45489E-05
30,6,2.46747E-05,0,2.44451E-05,2.02336E-05,2.20484E-05,2.84712E-05,2.34811E-05,3.71483E-05,3.19212E-05,2.68574E-05,6.32602E-05,2.52241E-05
30,7,2.68179E-05,0,2.41356E-05,1.88326E-05,2.22791E-05,2.87805E-05,2.24292E-05,3.58595E-05,3.14351E-05,2.76489E-05,6.40529E-05,2.53278E-05
30,8,3.11818E-05,0,2.3454E-05,1.7962E-05,2.1413E-05,2.68157E-05,2.20399E-05,3.16469E-05,3.97505E-05,2.78676E-05,6.5714E-05,2.56293E-05
30,9,2.86304E-05,0,2.39471E-05,1.82819E-05,2.15686E-05,2.53339E-05,2.08794E-05,3.02374E-05,3.42706E-05,2.80635E-05,6.55732E-05,2.5223E-05
30,10,2.68685E-05,0,2.39124E-05,1.83754E-05,2.26416E-05,2.47072E-05,2.08746E-05,3.14873E-05,3.52271E-05,2.81908E-05,6.45765E-05,2.4266E-05
30,11,2.92693E-05,0,2.27659E-05,1.83051E-05,2.5382E-05,2.56276E-05,2.11965E-05,3.14973E-05,3.31364E-05,2.83264E-05,6.45725E-05,2.40995E-05
30,12,4.3012E-05,0,2.2962E-05,1.86633E-05,2.47234E-05,2.7713E-05,2.26229E-05,3.91568E-05,4.32838E-05,2.82583E-05,6.48806E-05,2.39284E-05
30,13,3.19677E-05,0,2.34334E-05,1.86522E-05,2.49501E-05,2.85239E-05,2.29702E-05,3.6521E-05,4.60307E-05,2.81371E-05,6.54479E-05,2.36216E-05
30,14,2.91129E-05,0,2.52391E-05,1.87441E-05,2.51136E-05,2.92978E-05,2.23022E-05,4.32581E-05,4.9248E-05,2.82572E-05,7.18993E-05,2.34633E-05
30,15,3.04065E-05,0,2.52478E-05,1.90612E-05,2.53928E-05,2.79215E-05,2.41308E-05,4.97655E-05,4.9141E-05,2.94561E-05,6.74263E-05,2.36676E-05
30,16,3.55805E-05,0,2.462E-05,1.90352E-05,2.55461E-05,3.0651E-05,2.47521E-05,4.75838E-05,4.83563E-05,2.96598E-05,7.61085E-05,2.39295E-05
30,17,3.25539E-05,0,2.5559E-05,1.93092E-05,2.4327E-05,3.12186E-05,2.49736E-05,5.10913E-05,5.42853E-05,2.87964E-05,0.000128051,2.47451E-05
30,18,4.09825E-05,0,2.74782E-05,2.01367E-05,2.43299E-05,3.12279E-05,2.55613E-05,4.83365E-05,5.06871E-05,2.9248E-05,0.000217018,2.55635E-05
30,19,5.45729E-05,0,3.10419E-05,2.21636E-05,2.45876E-05,3.08925E-05,2.91801E-05,8.3792E-05,4.64288E-05,2.86109E-05,0.000147554,2.89915E-05
30,20,8.07509E-05,0,3.94444E-05,2.49345E-05,2.5015E-05,3.25729E-05,3.50864E-05,0.000288797,5.39444E-05,3.33545E-05,0.00013856,2.76562E-05
30,21,0.000113373,0,4.25672E-05,2.48753E-05,2.54232E-05,3.18089E-05,3.20813E-05,8.48964E-05,5.9363E-05,4.75161E-05,0.000136161,2.58464E-05
30,22,0.000134326,0,3.97985E-05,2.40157E-05,2.47415E-05,3.48761E-05,3.10352E-05,0.000181374,8.55746E-05,5.71637E-05,0.000138508,2.567E-05
30,23,9.5153E-05,0,3.47316E-05,2.27631E-05,2.34412E-05,6.40337E-05,2.66226E-05,8.35811E-05,8.82219E-05,3.46281E-05,0.000147904,2.52305E-05
30,24,4.24995E-05,0,3.04483E-05,2.25605E-05,2.18088E-05,0.000120793,2.57733E-05,4.49497E-05,5.05274E-05,2.95281E-05,0.000121272,2.48318E-05
31,1,2.78214E-05,0,2.76813E-05,0,2.29698E-05,0,2.6182E-05,4.33146E-05,0,3.33933E-05,0,2.3135E-05
31,2,2.59673E-05,0,2.51739E-05,0,2.3086E-05,0,2.54839E-05,4.11141E-05,0,3.2785E-05,0,2.28195E-05
31,3,2.57113E-05,0,2.46265E-05,0,2.43327E-05,0,2.43924E-05,4.09397E-05,0,3.23992E-05,0,1.96779E-05
31,4,2.53953E-05,0,2.35545E-05,0,2.38021E-05,0,2.41272E-05,3.56375E-05,0,3.19674E-05,0,1.95073E-05
31,5,2.53215E-05,0,2.4601E-05,0,2.40333E-05,0,2.4266E-05,3.47922E-05,0,3.17432E-05,0,1.89648E-05
31,6,2.57445E-05,0,2.70019E-05,0,2.30285E-05,0,2.43251E-05,3.54802E-05,0,3.23748E-05,0,1.89433E-05
31,7,3.0554E-05,0,2.60836E-05,0,2.22593E-05,0,2.45613E-05,3.87863E-05,0,3.32338E-05,0,1.92262E-05
31,8,3.74925E-05,0,2.47883E-05,0,2.16114E-05,0,2.38313E-05,3.13942E-05,0,3.29361E-05,0,1.94951E-05
31,9,2.64603E-05,0,2.28973E-05,0,2.26777E-05,0,2.43623E-05,3.223E-05,0,4.50125E-05,0,1.83687E-05
31,10,4.69181E-05,0,2.36403E-05,0,2.44178E-05,0,2.50652E-05,3.16552E-05,0,3.43054E-05,0,1.8583E-05
31,11,4.58131E-05,0,2.44337E-05,0,2.46676E-05,0,2.62748E-05,3.1611E-05,0,4.1619E-05,0,1.85847E-05
31,12,4.75544E-05,0,2.64464E-05,0,2.58478E-05,0,2.81589E-05,3.93347E-05,0,4.47657E-05,0,1.86581E-05
31,13,4.7152E-05,0,2.89049E-05,0,2.84788E-05,0,3.03483E-05,4.98255E-05,0,4.07588E-05,0,1.86883E-05
31,14,4.90598E-05,0,3.1163E-05,0,2.8639E-05,0,3.42193E-05,6.00631E-05,0,5.44825E-05,0,1.88385E-05
31,15,4.8778E-05,0,2.66994E-05,0,3.16957E-05,0,6.18744E-05,5.27076E-05,0,3.81695E-05,0,1.88897E-05
31,16,4.79299E-05,0,2.66256E-05,0,2.9911E-05,0,0.000139665,5.07762E-05,0,3.99983E-05,0,1.89095E-05
31,17,4.52984E-05,0,3.29411E-05,0,2.96624E-05,0,0.000135706,4.74495E-05,0,4.17668E-05,0,1.87978E-05
31,18,5.07879E-05,0,3.35547E-05,0,2.59623E-05,0,6.79124E-05,4.94079E-05,0,5.87756E-05,0,1.89654E-05
31,19,7.0217E-05,0,3.49706E-05,0,2.62769E-05,0,0.000189211,6.08123E-05,0,6.92812E-05,0,2.32817E-05
31,20,0.000136886,0,5.62783E-05,0,3.17267E-05,0,0.000116587,0.000338929,0,6.25256E-05,0,2.3103E-05
31,21,0.000153856,0,0.000107008,0,3.00221E-05,0,0.000379059,0.000310551,0,4.06332E-05,0,2.26961E-05
31,22,0.000150048,0,4.42713E-05,0,2.67951E-05,0,0.000265335,8.2624E-05,0,4.16926E-05,0,1.95097E-05
31,23,7.08333E-05,0,3.76376E-05,0,2.39391E-05,0,0.000379399,6.44524E-05,0,3.96523E-05,0,1.89637E-05
31,24,4.76618E-05,0,3.33533E-05,0,2.53572E-05,0,0.000138087,4.71726E-05,0,3.59405E-05,0,1.77348E-05
